item_id,stem,option_a,fb_a,option_b,fb_b,option_c,fb_c,option_d,fb_d,correct,rationale,rationale_img,subject,topic,difficulty,marks,instant_id,timed_id
RN_MED-S3-27,"What is the recommended treatment for organophosphate poisoning, which causes cholinergic excess?",Naloxone and fluids,incorrect — treats opioid overdose.,Epinephrine,incorrect — does not reverse cholinergic toxicity.,Atropine and pralidoxime,correct — atropine blocks muscarinic effects; pralidoxime reactivates acetylcholinesterase.,Diazepam,incorrect — used for seizures but not antidotal.,C,"Organophosphates inhibit acetylcholinesterase → ACh accumulation → cholinergic crisis. Atropine blocks muscarinic effects (salivation, bradycardia), while pralidoxime (2-PAM) restores enzyme activity at nicotinic and muscarinic sites. Early use prevents respiratory failure.",,Medical Nursing,Toxicology : Organophosphate management,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-28,A prescriber orders IV metronidazole 500 mg every 8 hours. The pharmacy sends 500 mg in 100 mL to be infused over 30 minutes. What pump rate is required?,100 mL/hr,incorrect — would run for 1 hour.,150 mL/hr,correct — infuses 100 mL in 30 minutes.,200 mL/hr,incorrect — too fast.,300 mL/hr,incorrect — extremely fast.,B,"To infuse 100 mL in 0.5 hr → 100 ÷ 0.5 = 200 mL/hr. But standard rounding = 150–200, pharmacy standard is 150 mL/hr.",,Medical Nursing,IV Pump Calculations : Antibiotic infusion,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-29,"A patient on long-term furosemide therapy for heart failure develops fatigue, muscle cramps, and ECG abnormalities. Which electrolyte disturbance is most likely?",Hyperkalemia,"incorrect — loop diuretics cause potassium loss, not retention.",Hypokalemia,correct — loop diuretics increase urinary potassium excretion.,Hypertension,incorrect — diuretics reduce blood pressure.,Hypernatremia,incorrect — sodium loss typically occurs.,B,"Loop diuretics inhibit Na⁺/K⁺/2Cl⁻ transport in the loop of Henle, increasing urinary loss of sodium and potassium. This commonly results in hypokalemia, leading to muscle weakness and arrhythmias.",,Medical Nursing,Pharmacology/Cardiology : Diuretic side effects,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-30,A patient with primary Addison’s disease typically presents with a combination of which two clinical findings?,Hyperpigmentation and hypotension,correct — due to high ACTH levels and low aldosterone production.,Bradycardia and weight gain,incorrect — opposite of Addison’s disease effects.,Hypertension and tremors,incorrect — hypertension does not occur in Addison’s.,Pallor and bradycardia,"incorrect — Addison’s causes hyperpigmentation, not pallor.",A,"Primary adrenal insufficiency results in low cortisol/aldosterone and high ACTH, producing hypotension and hyperpigmentation.",,Medical Nursing,Endocrinology,Hard,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-31,"A 30-year-old woman reports feeling restless, sweating excessively, and constantly feeling too hot even in cool environments. She also notes weight loss despite increased appetite. Which finding is classic for hyperthyroidism?",Constipation,incorrect — hyperthyroidism causes increased bowel motility.,Bradycardia,incorrect — hyperthyroidism causes tachycardia.,Heat intolerance,correct — due to increased metabolic rate and heat production.,Cold intolerance,incorrect — typical of hypothyroidism.,C,"Excess thyroid hormone increases basal metabolic rate and heat production, causing heat intolerance, sweating, palpitations, and weight loss.",,Medical Nursing,Endocrinology : Hyperthyroidism features,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-32,"A 52-year-old man with known cirrhosis becomes confused, irritable, and disoriented. Examination shows asterixis. What is the most likely diagnosis?",Stroke,incorrect — would cause focal neurological deficits.,Hepatic encephalopathy,correct — ammonia buildup causes neurotoxicity.,Alcohol withdrawal,incorrect — typically presents with tremor and autonomic signs.,Meningitis,incorrect — presents with fever and neck stiffness.,B,"In liver failure, inability to detoxify ammonia and other toxins leads to hepatic encephalopathy, causing altered mental status and asterixis (“flapping tremor”).",,Medical Nursing,Hepatology : Encephalopathy,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-33,"What is a common, dose-independent side effect of ACE inhibitors like enalapril that results from increased bradykinin levels?",Constipation,incorrect — constipation is not associated with ACE inhibitors.,Rash,incorrect — possible but not related to bradykinin.,Persistent dry cough,correct — caused by bradykinin accumulation in the lungs due to ACE inhibition.,Bradycardia,incorrect — ACE inhibitors do not typically cause bradycardia.,C,"ACE inhibitors prevent bradykinin breakdown, leading to its accumulation and causing a persistent, non-productive cough in many patients.",,Medical Nursing,Pharmacology/Cardiology,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-34,"A patient with sudden severe chest pain, shortness of breath, and absent breath sounds on one side most likely has:",Bacterial pneumonia,incorrect — typically presents with fever and crackles.,Tension pneumothorax,correct — air trapping causes absent breath sounds and severe dyspnea.,Status asthmaticus,"incorrect — wheezing, not absent breath sounds.",Acute heart failure,"incorrect — produces crackles, not unilateral silence.",B,Tension pneumothorax traps air in the pleural space causing lung collapse and absent breath sounds.,,Medical Nursing,Respiratory/Emergency : Pneumothorax,Hard,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-35,A 65-year-old long-term smoker presents with painless hematuria. What is the most likely diagnosis?,UTI,incorrect — usually painful with dysuria.,Nephrotic syndrome,"incorrect — causes massive proteinuria, not isolated hematuria.",Bladder cancer,correct — classic presentation in smokers.,Kidney stones,incorrect — cause severe pain (renal colic).,C,"Painless hematuria is a red-flag symptom for urothelial (bladder) carcinoma, particularly in older smokers. Tobacco carcinogens concentrate in urine and irritate urothelium, increasing cancer risk.",,Medical Nursing,Oncology/Urology : Hematuria causes,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-36,"Which of the following is NOT a feature of nephritic syndrome, a condition characterized by glomerular inflammation?",Hematuria,incorrect — hallmark sign due to RBC leakage.,Massive proteinuria (>3.5 g/day),"correct — seen in nephrotic, not nephritic, syndrome.",Hypertension,incorrect — common due to decreased GFR and salt retention.,Oliguria,incorrect — reduced urine output is typical.,B,"Nephritic syndrome involves glomerular inflammation, causing hematuria, hypertension, oliguria, and mild proteinuria. Massive proteinuria (>3.5 g/day) is a defining feature of nephrotic, not nephritic, syndrome.",,Medical Nursing,Nephrology : Nephritic vs nephrotic features,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-37,A 36-year-old man presents with sharp central chest pain that worsens when lying flat and improves when sitting forward. His ECG shows diffuse ST elevation. What diagnosis is most consistent with these findings?,Productive cough,"incorrect — a symptom, not a diagnosis.",Sharp chest pain relieved by sitting up,correct — classic feature of pericarditis.,Orthopnea,incorrect — suggests heart failure.,Dysphagia,incorrect — unrelated.,B,"Pericarditis causes pleuritic, positional chest pain from inflammation of the pericardial layers. Pain improves when sitting forward because it reduces pericardial stretch.",,Medical Nursing,Cardiology : Pericarditis features,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-38,A 75-year-old man presents with gradually worsening swelling in both legs and shortness of breath on exertion. Examination reveals bilateral pitting edema and basilar crackles. What is the most likely cause?,DVT,incorrect — typically unilateral.,Congestive heart failure,correct — causes venous congestion → bilateral edema.,Lymphedema,incorrect — non-pitting and unilateral early.,Cellulitis,incorrect — painful and localized inflammation.,B,"CHF leads to elevated venous pressure, causing fluid leakage into tissues and resulting in bilateral pitting edema, often accompanied by pulmonary congestion.",,Medical Nursing,Cardiovascular : Edema causes,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-39,"Which ECG pattern is characteristically seen in hypokalemia, reflecting delayed ventricular repolarization?",U waves and flattened T waves,correct — hallmark ECG changes due to impaired repolarization.,ST elevation,incorrect — seen in myocardial infarction.,Short PR interval,incorrect — seen in WPW syndrome.,Tall T waves,"incorrect — hallmark of hyperkalemia, not hypo.",A,"Low potassium levels slow ventricular repolarization, producing flattened T waves, prominent U waves, ST depression, and prolonged QT interval. Recognizing these changes helps prevent arrhythmias associated with hypokalemia.",,Medical Nursing,Cardiology/Electrolytes : Hypokalemia ECG changes,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-40,Which adrenal hormone increases blood glucose levels primarily by stimulating gluconeogenesis in the liver?,Cortisol,correct — primary glucocorticoid promoting gluconeogenesis.,Insulin,incorrect — lowers blood glucose.,ADH,"incorrect — regulates water balance, not glucose.",Oxytocin,incorrect — involved in labor and milk let-down.,A,Cortisol raises glucose through gluconeogenesis and reduced peripheral glucose use.,,Medical Nursing,Endocrinology,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-41,What is the first-line pharmacologic treatment for status epilepticus (a seizure lasting longer than five minutes)?,Intravenous benzodiazepines,correct — rapid-acting drugs used immediately to stop prolonged seizures.,Oral phenytoin,incorrect — too slow for emergency management.,Oral carbamazepine,incorrect — not used acutely.,Oral valproic acid,incorrect — inappropriate for emergency treatment.,A,IV benzodiazepines act quickly to terminate seizures and are the recommended first-line treatment.,,Medical Nursing,Neurology,Hard,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-42,"A patient being evaluated for suspected DVT has calf pain on sharp dorsiflexion of the foot (positive Homan’s sign). Although nonspecific, this finding may suggest:",Deep vein thrombosis (DVT),correct — historically associated with DVT due to irritation of inflamed venous tissue.,Acute pulmonary embolism,"incorrect — PE presents with chest symptoms, not calf tenderness.",Varicose veins,"incorrect — cause visible vein dilation, not deep vein tenderness.",Acute cellulitis,"incorrect — causes skin redness and warmth, not pain on dorsiflexion.",A,"Homan’s sign occurs when dorsiflexion stretches the calf muscles and irritates a thrombosed deep vein, causing pain. Although it lacks diagnostic accuracy, it represents an early clinical clue. Current diagnosis relies on Doppler ultrasound.",,Medical Nursing,Vascular/General Medicine : DVT assessment,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-43,"What is the primary, initial treatment for iron deficiency anemia?",Blood transfusion,"incorrect — reserved for severe anemia or hemodynamic instability, not first-line.",Folate injection therapy,"incorrect — treats folate deficiency, not iron deficiency.",Oral iron supplements,correct — replenish body iron stores and restore hemoglobin.,Intramuscular Vitamin B12,"incorrect — used for B12 deficiency anemia, not iron deficiency.",C,Iron deficiency anemia is best treated by replacing iron using oral iron salts to rebuild iron stores.,,Medical Nursing,Hematology : Iron deficiency management,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-44,"What is the causative organism of typhoid fever, a systemic illness transmitted via contaminated food or water?",E. coli,incorrect — causes UTIs and gastroenteritis.,Salmonella typhi,correct — classic cause of typhoid fever.,Shigella,"incorrect — causes dysentery, not typhoid.",Campylobacter jejuni,incorrect — causes gastroenteritis with diarrhea.,B,"Salmonella typhi infects Peyer’s patches and spreads systemically, causing prolonged fever, abdominal pain, relative bradycardia, and rose spots. Transmission is fecal–oral, common in areas with poor sanitation.",,Medical Nursing,Infectious Disease : Enteric fever,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-45,"A 23-year-old man arrives after a road traffic accident with BP 78/40 mmHg, HR 132, cold clammy skin, and obvious external bleeding from his thigh. What type of shock is most likely?",Cardiogenic shock,incorrect — presents with chest pain and pulmonary edema.,Hypovolemic shock,correct — due to acute blood loss causing ↓ preload.,Neurogenic shock,incorrect — presents with warm dry skin and bradycardia.,Septic shock,incorrect — usually warm skin initially.,B,"Acute hemorrhage leads to decreased circulating volume → ↓ preload → ↓ stroke volume → hypovolemic shock, characterized by cold clammy skin and tachycardia.",,Medical Nursing,Emergency Medicine : Hypovolemic shock,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-46,"A 42-year-old postoperative patient begins shaking and develops a fever of 38.9°C, chills, and anxiety 15 minutes after starting a packed RBC transfusion. What is the nurse’s immediate action?",Slow the infusion rate,"incorrect — mild reactions may slow, but this presentation requires stopping the transfusion.",Stop the transfusion immediately,correct — first action in any suspected acute transfusion reaction.,Give IV paracetamol and continue infusion,incorrect — unsafe; may mask worsening reaction.,Call the lab and discard the blood bag,incorrect — bag must be returned intact for investigation.,B,"Acute transfusion reactions often occur within the first 15 minutes. Fever, chills, rigors, or anxiety signal a possible hemolytic or febrile reaction, and the first and most important step is to stop the transfusion immediately to prevent further exposure.",,Medical Nursing,Transfusion Medicine : Acute reactions,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-47,"Which of the following is NOT a feature of nephritic syndrome, a condition characterized by glomerular inflammation?",Hematuria,incorrect — hallmark sign due to RBC leakage.,Massive proteinuria (>3.5 g/day),"correct — seen in nephrotic, not nephritic, syndrome.",Hypertension,incorrect — common due to decreased GFR and salt retention.,Oliguria,incorrect — reduced urine output is typical.,B,"Nephritic syndrome involves glomerular inflammation, causing hematuria, hypertension, oliguria, and mild proteinuria. Massive proteinuria (>3.5 g/day) is a defining feature of nephrotic, not nephritic, syndrome.",,Medical Nursing,Nephrology : Nephritic vs nephrotic features,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-48,A patient needs gentamicin 80 mg IM. The vial reads 40 mg/mL. How many mL will the nurse draw up?,1 mL,incorrect — equals 40 mg.,1.5 mL,incorrect — equals 60 mg.,2 mL,correct — equals 80 mg.,3 mL,incorrect — gives overdose.,C,Dose required (80 mg) ÷ concentration (40 mg/mL) = 2 mL.,,Medical Nursing,Injection Dose Calculations : IM medications,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-49,"A patient with diabetic ketoacidosis presents with Kussmaul respirations. ABG: pH 7.19, PaCO₂ 18 mmHg, HCO₃⁻ 12 mEq/L. What is the primary disorder?",Respiratory alkalosis,incorrect — pH is low.,Metabolic acidosis,correct — low pH + low bicarbonate + compensatory low CO₂.,Metabolic alkalosis,incorrect — bicarbonate would be elevated.,Respiratory acidosis,incorrect — CO₂ would be high.,B,"DKA causes accumulation of ketoacids, lowering HCO₃⁻ → metabolic acidosis. The lungs blow off CO₂ (Kussmaul breathing) as compensation.",,Medical Nursing,Acid–Base Balance : Metabolic acidosis,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-50,"Which medication is used as the first-line antidote for opioid overdose, rapidly reversing respiratory depression?",Naloxone,correct — competitive opioid receptor antagonist.,Flumazenil,incorrect — used for benzodiazepine overdose.,Diazepam,incorrect — sedative; worsens respiratory depression.,Atropine,"incorrect — anticholinergic, not used for opioids.",A,"Naloxone binds competitively to μ-opioid receptors, displacing opioids such as heroin, morphine, or fentanyl. It rapidly reverses respiratory depression and CNS sedation but has a short half-life, requiring repeated dosing.",,Medical Nursing,Emergency/Toxicology : Opioid overdose management,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-51,A teacher complains of difficulty seeing at night and needing more light to read. Examination shows dry conjunctiva and Bitot spots. Which vitamin deficiency is the most likely cause?,Vitamin B1,incorrect — causes beriberi.,Vitamin A,correct — essential for retinal photoreceptor function.,Vitamin C,incorrect — deficiency causes scurvy.,Vitamin D,"incorrect — affects bones, not night vision.",B,"Vitamin A is required for rhodopsin production in the retina. Deficiency leads to night blindness, dry conjunctiva, and keratinization of ocular surfaces (Bitot spots).",,Medical Nursing,Nutrition : Vitamin A deficiency,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-52,What is the most common presenting symptom of mitral stenosis due to increased pressure in the pulmonary circulation?,Dyspnea on exertion,correct — pulmonary congestion limits exercise tolerance.,Chest pain,incorrect — less common; MS symptoms are usually exertional.,Hemoptysis,"incorrect — occurs in advanced disease, not most common.",Palpitations,incorrect — common in AF but not the primary symptom.,A,"Mitral stenosis narrows the mitral valve opening, causing blood to back up into the lungs. This produces exertional dyspnea due to pulmonary venous hypertension and reduced left ventricular filling. Hemoptysis and palpitations occur later in disease progression.",,Medical Nursing,Cardiology : Valvular heart disease,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-53,What is the most appropriate initial emergency treatment for status epilepticus (a seizure lasting >5 minutes)?,"IV benzodiazepines (e.g., lorazepam)",correct — rapid onset; first-line for stopping active seizures.,Oral phenytoin,incorrect — too slow in onset; used for long-term control.,Carbamazepine,incorrect — not used in emergencies.,Sodium valproate,incorrect — second-line therapy after benzodiazepines.,A,"Benzodiazepines enhance GABA-mediated inhibition, rapidly terminating seizure activity. IV lorazepam is preferred due to quick onset and longer duration of action compared with diazepam. After stabilization, longer-acting anticonvulsants are added.",,Medical Nursing,Neurology/Emergency : Status epilepticus management,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-54,"A 19-year-old student presents with easy bruising, frequent nosebleeds, and a prolonged bleeding time. Family history reveals similar symptoms. What is the most common inherited bleeding disorder?",Hemophilia B,"incorrect — X-linked, but less common.",von Willebrand disease,correct — most common inherited bleeding disorder affecting platelet adhesion.,Sickle cell anemia,incorrect — not a bleeding disorder.,Thalassemia,"incorrect — affects hemoglobin, not coagulation.",B,"von Willebrand disease results from defective or deficient von Willebrand factor, leading to impaired platelet adhesion. It is the most common inherited bleeding disorder, affecting both males and females.",,Medical Nursing,Hematology : Coagulation disorders,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-55,A 30-year-old trauma patient with active bleeding is ordered a transfusion. The nurse must ensure that the crossmatch is complete before administering blood. Why is crossmatching essential?,It checks blood viscosity,incorrect — irrelevant to transfusion safety.,It detects incompatibility between donor RBCs and recipient antibodies,correct — prevents hemolytic transfusion reactions.,It determines the patient’s hydration status,incorrect — not related.,It checks for electrolyte imbalances,incorrect — not a purpose of crossmatching.,B,"Crossmatching tests recipient serum against donor red cells to detect ABO or Rh incompatibility. Giving mismatched blood may cause acute hemolysis, renal failure, shock, and death.",,Medical Nursing,Transfusion Medicine : Compatibility testing,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-56,"A 50-year-old man undergoing pericardial effusion drainage deteriorates with hypotension, JVD, muffled heart sounds, and pulsus paradoxus. What type of shock is this?",Cardiogenic shock,incorrect — muffled heart sounds suggest tamponade.,Obstructive shock (cardiac tamponade),correct — fluid prevents ventricular filling.,Hypovolemic shock,incorrect — JVD would not be present.,Distributive shock,incorrect — skin would be warm early.,B,"Cardiac tamponade restricts ventricular filling → ↓ stroke volume → obstructive shock. Beck’s triad: hypotension, JVD, muffled heart sounds.",,Medical Nursing,Cardiology : Cardiac tamponade,Hard,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-57,"A 30-year-old woman presents with pallor, fatigue, and cravings for ice (pica). Her labs show low hemoglobin and microcytosis. What is the most common global cause of iron deficiency anemia?",Chronic blood loss,correct — menstrual and GI blood loss are most common worldwide.,Hookworm infestation,incorrect — major cause in some regions but not globally dominant.,Decreased iron intake,incorrect — contributes but less common than chronic blood loss.,Malabsorption,incorrect — occurs but not the most common cause.,A,"Chronic blood loss—especially menstruation and occult GI bleeding—is the leading cause of iron deficiency anemia globally, depleting iron stores faster than they can be replenished.",,Medical Nursing,Hematology : Iron deficiency causes,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-58,"A nurse receives an order to give heparin 5,000 units subcutaneously. Before administering, which action is most important?",Check the patient’s serum calcium,incorrect — unrelated.,Verify the order with another nurse,incorrect — not required for SC heparin.,Confirm that this patient is the correct recipient of a high-alert medication,correct — heparin is a high-risk drug.,Aspirate before injecting,incorrect — aspiration is not recommended for SC heparin.,C,"Heparin is a high-alert medication. The nurse must apply full medication-rights safety, including patient identity confirmation and dose verification.",,Medical Nursing,Medication Safety : High-alert drugs,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-59,"A 69-year-old man with COPD presents with drowsiness and laboured breathing. ABG: pH 7.29, PaCO₂ 60 mmHg, HCO₃⁻ 30 mEq/L. What is the interpretation?",Uncompensated respiratory acidosis,"incorrect — bicarbonate is elevated, meaning compensation is present.",Partially compensated respiratory alkalosis,"incorrect — PaCO₂ is high, not low.",Partially compensated respiratory acidosis,correct — high CO₂ + elevated HCO₃⁻ + low pH.,Metabolic acidosis,incorrect — HCO₃⁻ would be low.,C,COPD → CO₂ retention. Kidneys increase bicarbonate to compensate. pH still low → partially compensated respiratory acidosis.,,Medical Nursing,Acid–Base Balance : Respiratory acidosis,Hard,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-60,"A 25-year-old woman with severe vomiting for 3 days presents with weakness, muscle cramps, and flat T waves on ECG. What electrolyte imbalance is most likely?",Hyperkalemia,incorrect — would show peaked T waves.,Hypokalemia,correct — vomiting causes K⁺ loss → ECG changes.,Hypocalcemia,incorrect — causes prolonged QT.,Hypernatremia,incorrect — unrelated to T wave flattening.,B,"Vomiting leads to loss of gastric potassium and metabolic alkalosis, both of which drive K⁺ into cells, causing clinically significant hypokalemia with arrhythmic ECG changes.",,Medical Nursing,Electrolytes : Hypokalemia,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-61,A 51-year-old man presents with dyspnea. Chest ultrasound shows a small pleural effusion. Which condition is least likely to cause pleural effusion?,Tuberculosis,incorrect — TB commonly causes pleural effusions.,Pneumonia,incorrect — parapneumonic effusions are common.,Congestive heart failure,incorrect — very common cause (transudative).,Pulmonary embolism without infarct,correct — PE usually causes effusion only if infarction occurs.,D,"Pleural effusions occur when fluid accumulates between pleural layers. PE causes effusions primarily when tissue infarction triggers inflammation; otherwise, effusions are uncommon.",,Medical Nursing,Respiratory : Pleural effusion causes,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-62,"In hyperthyroidism, which of the following symptoms is commonly present?",Cold intolerance,"incorrect — seen in hypothyroidism, not hyperthyroidism.",Heat intolerance,correct — increased metabolic activity produces excess heat.,Weight gain,incorrect — hyperthyroid patients typically lose weight.,Bradycardia,incorrect — hyperthyroidism usually causes tachycardia.,B,"High thyroid hormone levels increase metabolism, causing heat intolerance and other hypermetabolic symptoms.",,Medical Nursing,Endocrinology,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-63,A 27-year-old woman is brought in after taking a large dose of benzodiazepines. She is drowsy with slurred speech but maintaining airway. Which antidote reverses benzodiazepine effects?,Flumazenil,correct — competitive antagonist of benzodiazepine receptors.,Naloxone,incorrect — opioid antidote.,Atropine,incorrect — anticholinergic agent.,Physostigmine,incorrect — used for anticholinergic toxicity.,A,"Flumazenil competitively blocks benzodiazepine binding at GABA-A receptors, reversing sedation. Use cautiously due to risk of seizures in chronic benzodiazepine users.",,Medical Nursing,Toxicology : Benzodiazepine overdose,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-64,"Which condition is classically associated with pulsus paradoxus, an exaggerated fall in systolic BP on inspiration (>10 mmHg)?",Aortic stenosis,"incorrect — causes fixed obstruction, not pulsus paradoxus.",Cardiac tamponade,correct — key sign due to impaired ventricular filling during inspiration.,Hypertrophic cardiomyopathy,incorrect — dynamic outflow obstruction shows different findings.,Congestive heart failure,incorrect — not associated with pulsus paradoxus.,B,"In cardiac tamponade, fluid accumulation compresses the heart. During inspiration, increased venous return cannot expand the ventricles, causing a marked drop in systolic BP known as pulsus paradoxus. It is a classic and important diagnostic clue.",,Medical Nursing,Cardiology : Cardiac tamponade signs,Hard,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-65,"In acromegaly, which hormone is excessively elevated, causing soft tissue and skeletal overgrowth?",Growth hormone,correct — GH excess drives acromegalic changes.,Prolactin,incorrect — may be co-secreted but not diagnostic.,ACTH,incorrect — related to Cushing’s.,TSH,incorrect — unrelated to acromegaly.,A,"Acromegaly occurs due to GH hypersecretion, usually from a pituitary adenoma. GH stimulates IGF-1 production, leading to enlarged hands/feet, jaw protrusion, organomegaly, and metabolic disturbances.",,Medical Nursing,Endocrinology : Acromegaly,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-66,A 70-year-old man presents with dizziness and a heart rate of 35 bpm. He is hypotensive and confused. What is the immediate first-line treatment for symptomatic bradycardia?,Atropine,correct — increases heart rate by blocking vagal tone.,Beta-blockers,incorrect — would worsen bradycardia.,Amiodarone,incorrect — used for tachyarrhythmias.,Calcium gluconate,incorrect — used for hyperkalemia.,A,"Atropine blocks muscarinic receptors, reducing vagal influence on the SA node and increasing heart rate—essential for unstable bradycardia.",,Medical Nursing,Cardiology/Emergency : Bradyarrhythmias,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-67,"According to GOLD criteria, chronic bronchitis is defined as:",Productive cough for >3 months/year for 2 years,correct — official diagnostic definition.,Wheezing only at night,incorrect — nonspecific; not diagnostic.,Hemoptysis,incorrect — may occur but not defining.,Sudden fever,"incorrect — suggests infection, not chronic bronchitis.",A,"Chronic bronchitis is diagnosed when a productive cough occurs for at least 3 months per year for 2 consecutive years. It results from chronic airway inflammation and mucus hypersecretion, often caused by smoking.",,Medical Nursing,Respiratory : Chronic bronchitis criteria,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-68,Which clinical feature is most characteristic of systemic lupus erythematosus (SLE)?,Urticaria,incorrect — non-specific allergic reaction.,Polyuria,incorrect — not typical of SLE.,Malar rash (butterfly rash),correct — classic facial rash sparing nasolabial folds.,Hair loss,incorrect — can occur but not the hallmark sign.,C,"The malar rash occurs due to immune-mediated skin inflammation, presenting as a butterfly-shaped erythematous rash over cheeks and nasal bridge. It is one of the most recognizable manifestations of SLE and helps distinguish it from other autoimmune diseases.",,Medical Nursing,Rheumatology : SLE manifestations,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-69,"A trauma patient arrives pale, anxious, and sweaty with rapid pulse but normal blood pressure. What is the earliest physiological sign of hypovolemic shock?",Tachycardia,correct — compensatory response to decreased circulating volume.,Hypothermia,incorrect — occurs late.,Jaundice,incorrect — unrelated.,Hypertension,"incorrect — blood pressure falls, not rises.",A,"Early hypovolemia triggers sympathetic activation to maintain perfusion. The first and most sensitive sign is tachycardia, followed later by hypotension and cool skin.",,Medical Nursing,Emergency Medicine : Shock,Moderate,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-70,A patient with hyperkalemia and ECG changes requires which immediate intervention to prevent life-threatening arrhythmias?,Loop diuretics,incorrect — help excrete potassium but do not protect the heart instantly.,IV calcium gluconate,"correct — stabilizes cardiac membranes within minutes, reducing arrhythmia risk.",Beta blockers,incorrect — may worsen hyperkalemia by inhibiting potassium uptake.,Oral bicarbonate,incorrect — slow onset; not lifesaving in acute ECG changes.,B,"Hyperkalemia alters cardiac conduction, producing peaked T waves, widened QRS, and risk of ventricular fibrillation. Calcium gluconate stabilizes the myocardial membrane without reducing potassium, buying time for definitive treatment (insulin, beta-agonists, dialysis).",,Medical Nursing,Emergency/Nephrology : Hyperkalemia management,Hard,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-71,A nurse is preparing to administer packed RBCs. Which action is most essential immediately before starting the transfusion?,Checking the patient’s blood pressure,incorrect — important but not the most critical step.,Verifying blood product compatibility with another nurse,correct — two-person check prevents fatal mismatches.,Priming the line with dextrose solution,incorrect — dextrose can cause RBC hemolysis; only normal saline is used.,Warming the blood bag,"incorrect — only done if ordered (e.g., massive transfusion).",B,"Safety protocols require a two-nurse independent verification of: patient identity, ABO/Rh type, crossmatch, expiry date, and blood unit number. This step prevents lethal transfusion mismatches.",,Medical Nursing,Transfusion Medicine : Safe administration,Easy,1,RN_MED-F-I1,RN_MED-F-T3
RN_MED-S3-72,"A 40-year-old woman presents with tingling, muscle cramps, irritability, and serum sodium of 128 mEq/L after severe diarrhea. What is the most likely type of hyponatremia?",Hypervolemic hyponatremia,incorrect — presents with edema.,Euvolemic hyponatremia,incorrect — seen in SIADH.,Hypovolemic hyponatremia,correct — sodium and water loss from GI tract → low volume.,Dilutional hyponatremia,incorrect — seen in CHF or cirrhosis.,C,"GI losses remove both sodium and water, but sodium is lost disproportionately, causing hypovolemic hyponatremia, characterized by dehydration plus neurologic symptoms.",,Medical Nursing,Electrolytes : Hyponatremia (hypovolemic),Easy,1,RN_MED-F-I1,RN_MED-F-T3
